Bankrupt,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
0,2015,396.2,760.8,29.6,121.3,104.9,55.9,212.5,1452.395,1107.3,876.1,280.6,91.7,346.5,353.1,63.9,1107.3,746.4,986
0,2003,153.329,441.268,37.7,7.964,0,-68.329,118.613,519.5767,488.719,620.831,118.085,-29.736,47.451,116.008,87.921,488.719,243.76,480.755
0,2012,748.563,57.452,66.407,-9.425,7.045,-332.78,3.486,4195.3957,266.22,4639.085,2167.113,-75.832,208.768,159.763,-1620.336,266.22,2377.48,275.645
1,2011,736.473,945.508,90.777,260.962,157.825,63.53,286.22,1706.5862,1341.803,2740.363,742.87,170.185,396.295,199.205,834.196,1341.803,1218.539,1080.841
1,2004,23.73,673.01,34.194,113.75,5.611,46.926,4.639,645.9438,828.176,684.346,164.25,79.556,155.166,69.124,349.838,828.176,288.74,714.426
1,1999,3.073,1.256,0.145,-0.293,2.356,0.168,0.286,19.3842,2.217,10.32,0.004,-0.438,0.961,1.414,1.7,2.217,1.426,2.51
0,2003,4.185,0.566,0.278,1.85,0.392,-2.967,2.021,7.0875,13.759,6.639,0.689,1.572,13.193,5.775,-127.296,13.759,7.401,11.909
1,2003,58.087,244.87,15.447,109.184,6.597,71.99,43.591,861.12,405.986,693.06,380.492,93.737,161.116,83.485,-186.682,405.986,620.716,296.802
1,2007,591.784,394.859,90.664,325.223,2.494,136.522,265.005,2113.0195,766.793,3642.539,890.013,234.559,371.934,264.1,279.244,766.793,1631.106,441.57
0,2010,32.698,21.559,1.442,6.077,2.556,-56.386,6.852,189.7024,54.149,84.606,0,4.635,32.59,9.084,-36.57,54.149,86.887,48.072
0,2017,14.247,15.909,3.074,-1.806,0.771,-5.193,10.961,9.1479,37.042,21.948,0,-4.88,21.133,14.112,-107.777,37.042,16.243,38.848
0,2006,4.289,1.546,0.385,-5.039,0.592,-5.324,0.238,166.2682,2.026,6.14,0,-5.424,0.48,0.356,-41.788,2.026,0.356,7.065
0,2003,45.118,69.529,2.6,4.832,0,2.348,17.331,73.776,74.361,63.123,0,2.232,4.832,11.804,-15.472,74.361,12.516,69.529
1,2006,8.569,0.441,0.065,-12.487,0.22,-12.657,0.083,44.324,0.586,9.031,6.078,-12.552,0.145,1.338,-84.834,0.586,9.175,13.073
0,1999,161.819,180.787,15.966,93.921,56.401,47.346,89.154,934.9568,407.256,420.163,109.659,77.955,226.469,72.243,185.739,407.256,188.195,313.335
0,2017,372.48,553.058,19.643,30.619,121.535,8.54,28.018,294.6359,849.981,516.076,0,10.976,296.923,139.081,225.573,849.981,189.723,819.362
1,2003,6.303,5.813,0.482,-1.913,3.413,-3.668,1.539,30.4488,11.123,7.194,7.34,-2.395,5.31,4.685,-97.906,11.123,12.22,13.036
0,2017,228.451,7.083,8.132,107.673,16.304,57.284,65.586,2044.9028,302.238,424.464,22.258,99.541,295.155,123,-27.57,302.238,156.984,194.565
0,1999,137.568,298.338,1.66,24.868,69.544,11.699,64.709,170.9492,379.239,147.537,37.8,23.208,80.901,33.519,46.439,379.239,71.826,354.371
0,2005,1.815,5.664,0.56,0.523,0.034,-0.222,1.114,11.7975,6.187,7.938,2.017,-0.037,0.523,2.119,-0.428,6.187,5.853,5.664
0,2003,7.519,56.598,2.01,-4.935,0,-13.997,5.114,1.4642,62.917,21.481,0.651,-6.945,6.319,27.012,-34.963,62.917,27.674,67.852
0,2009,1630.1,3749.6,204.6,134.5,416.7,-74.6,463.1,2335.5619,4076.8,4274.7,605.8,-70.1,327.2,740.7,-869.6,4076.8,3394.6,3942.3
0,2013,0.061,0.046,0.108,-0.35,0,-0.364,0.005,0.4496,0.054,0.069,1.073,-0.458,0.008,1.637,-149.609,0.054,2.71,0.404
0,2015,0.049,0.006,0.016,-0.142,0.029,-0.246,0.015,0.8128,0.1,0.116,0.003,-0.158,0.094,2.495,-7.859,0.1,2.498,0.242
1,1999,13.115,10.153,0.8,-0.03,3.429,2.459,5.518,48.4962,24.111,30.002,2.664,-0.83,13.958,9.17,1.379,24.111,12.684,24.141
0,2014,3075,1496,1759,2434,105,1214,857,17297.389,4931,22553,6103,675,3435,2522,7368,4931,12228,2497
0,2008,2.303,5.14,0.603,0.486,1.366,-0.799,0.887,1.0095,9.157,10.387,3.45,-0.117,4.017,3.108,-3.561,9.157,6.558,8.671
0,2006,339.758,915.773,10.364,114.664,0,76.472,122.402,928.1762,1349.118,592.306,0.196,104.3,433.345,101.385,276.146,1349.118,239.788,1234.454
0,1999,107.284,174.258,9.326,35.998,37.205,2.991,50.316,67.3745,269.123,257.131,127.706,26.672,94.865,48.626,52.462,269.123,184.548,233.125
0,2009,35.756,36.157,0.918,3.945,17.4,2.842,10.704,29.0514,59.149,42.309,9.154,3.027,22.992,6.803,19.694,59.149,17.768,55.204
1,2007,2757.5,4404.908,95.989,762.091,289.5,607.828,843.489,13333.1061,5631.61,4411.486,10.609,666.102,1226.702,2696.532,-146.644,5631.61,3244.481,4869.519
0,2009,82.135,35.65,3.894,59.928,0,33.209,10.808,2288.5044,172.844,182.615,0,56.034,137.194,60.493,-6.108,172.844,68.422,112.916
0,2009,27.238,80.349,3.038,12.645,0,3.128,22.702,55.7752,118.659,93.27,0,9.607,38.31,40.816,-50.707,118.659,43.48,106.014
0,2006,125.853,100.628,3.331,20.613,23.698,12.436,17.732,185.3935,172.656,145.079,0,17.282,72.028,20.984,31.189,172.656,20.984,152.043
0,2002,178.751,336.89,61.447,125.203,22.511,63.517,92.604,1711.8765,482.484,1227.313,100,63.756,145.594,72.899,855.109,482.484,332.143,357.281
0,2009,1316.358,969.195,58.173,227.244,357.105,142.858,195.983,2415.0508,1304.966,2051.492,0,169.071,335.771,193.273,1535.075,1304.966,250.485,1077.722
0,2011,17.106,24.686,0.234,0.534,2.729,1.84,7.148,12.3446,36.855,21.333,2.458,0.3,12.169,10.08,-55.638,36.855,12.614,36.321
1,2003,2.747,6.068,0.831,-1.563,0,-2.308,1.023,10.6762,12.02,10.579,3.032,-2.394,5.952,2.196,-99.02,12.02,5.228,13.583
0,2015,0.305,0.477,0,0.033,0.19,-0.197,0,181.1551,0.574,0.306,0,0.033,0.097,0.465,-0.222,0.574,0.465,0.541
1,2003,158.914,188.145,3.6,40.95,3.013,19.784,83.288,301.9894,263.778,280.996,24.949,37.35,75.633,99.773,179.426,263.778,126.61,222.828
0,2006,4.715,0.058,0.035,-15.546,0,-15.337,0.087,56.5613,0.727,5.258,0,-15.581,0.669,2.415,-240.667,0.727,2.415,16.273
0,2001,25.574,10.681,2.252,-8.718,3.1,-7.07,2.314,159.2149,23.601,58.574,0,-10.97,12.92,10.676,-90.046,23.601,14.599,32.319
0,2012,919.892,863.133,58.247,161.55,133.848,53.459,188.931,1704.654,1353.663,1405.894,0,103.303,490.53,370.721,-20.345,1353.663,445.506,1192.113
0,2010,20.292,43.052,3.463,0.959,3.626,-2.687,15.279,18.6485,79.619,32.794,0.132,-2.504,36.567,9.996,-46.596,79.619,11.495,78.66
1,2006,19.725,24.612,1.915,-11.39,13.504,-10.127,3.127,9.5484,44.94,59.8,14.283,-13.305,20.328,26.264,-146.732,44.94,49.005,56.33
0,2017,19.87,42.659,4.403,-4.116,0,-15.544,11.094,3.693,76.746,83.078,0,-8.519,34.087,74.552,-174.649,76.746,85.163,80.862
0,2007,153.377,63.574,13.867,7.251,27.102,-10.666,23.954,286.6226,147.639,201.122,17.9,-6.616,84.065,66.098,-458.981,147.639,88.014,140.388
0,2017,16060,56464,10267,28062,0,22714,8546,186012.5454,84526,186949,59422,17795,28062,21561,38571,84526,116143,56464
1,2001,264.03,494.729,174.612,-12.28,69.947,-518.422,67.42,247.1262,617.853,549.334,144.743,-186.892,123.124,221.699,-28.562,617.853,518.5,630.133
0,2006,129.671,40.739,3.395,-26.853,0,15.624,6.273,396.0155,64.749,354.427,0.544,-30.248,24.01,50.732,-3254.182,64.749,51.766,91.602
0,2007,681.556,168.266,45.225,-4.475,0,48.315,84.674,866.5948,567.62,1275.442,0,-49.7,399.354,330.49,221.058,567.62,380.725,572.095
1,2010,79.298,95.276,12.082,-12.703,6.966,-42.168,10.034,218.6268,130.624,200.515,90.203,-24.785,35.348,56.642,-296.993,130.624,155.162,143.327
0,2000,0.309,14.484,2.253,-14.423,0,-20.409,0,37.8652,0.061,1.661,0.001,-16.676,-14.423,3.227,-35.113,0.061,3.228,14.484
0,2001,48.532,48.334,3.865,-12.418,8.714,-12.383,29.09,93.543,73.489,66.642,0,-16.283,25.155,7.325,34.422,73.489,7.325,85.907
1,2013,133.145,47.603,149.032,113.724,2.076,-95.186,22.568,753.2882,203.295,974.213,435.866,-35.308,155.692,153.922,-710.966,203.295,617.69,89.571
0,2009,35.382,5.569,4.985,6.272,3.709,1.004,7.183,63.9477,30.952,112.204,11.317,1.287,25.383,26.755,-25.933,30.952,38.883,24.68
0,2000,87.476,34.541,0.993,-26.533,0,-25.168,0.572,563.329,8.008,139.878,0.731,-27.526,-26.533,5.754,-68.842,8.008,42.194,34.541
1,2006,86.216,234.426,7.948,-14.347,41.473,-124.624,38.367,32.622,279.255,181.36,177.479,-22.295,44.829,102.145,-204.299,279.255,297.875,293.602
1,2009,128.589,459.214,29.621,9.203,30.96,-88.238,74.851,34.1778,534.485,389.16,288.669,-20.418,75.271,94.108,-280.802,534.485,399.351,525.282
0,2007,770.057,1102.783,66.197,294.843,54.788,175.929,306.492,5547.318,1631.516,1560.185,0,228.646,528.733,358.16,957.26,1631.516,449.997,1336.673
0,2018,219.444,51.428,1.223,-32.911,0,-34.311,3.687,602.5014,69.273,226.552,80.985,-34.134,17.845,13.595,-70.931,69.273,97.061,102.184
0,2003,212.347,48.745,17.541,94.268,0,51.438,35.848,1634.193,222.295,256.159,0,76.727,173.55,43.374,193.461,222.295,43.93,128.027
0,1999,43.192,47.245,0.766,7.979,19.647,1.665,19.044,33.415,75.371,102.397,44.999,7.213,28.126,13.265,-8.318,75.371,59.328,67.392
0,2002,353.783,658.823,72.156,127.033,164.686,13.972,153.643,374.6101,952.308,971.093,235.198,54.877,293.485,214.837,54.844,952.308,575.016,825.275
0,2018,41.743,98.468,8.544,-13.105,0,-38.816,26.898,39.528,125.589,57.416,0,-21.649,27.121,23.901,-327.716,125.589,23.901,138.694
0,2015,947.476,1407.724,75.235,339.099,447.664,181.452,344.053,2565.0768,2038.303,2539.965,850,263.864,630.579,338.222,1443.816,2038.303,1386.861,1699.204
1,2010,427.432,859.953,19.195,-9.081,249.691,-39.026,114.535,282.8439,1159.934,676.413,77,-28.276,299.981,141.069,113.128,1159.934,416.846,1169.015
1,2005,539.28,475.379,50.916,-138.497,95.329,-175.99,87.24,847.5632,722.739,1581.524,515,-189.413,247.36,413.424,-4075.178,722.739,1012.431,861.236
1,2006,19.549,0.971,0.57,-6.421,0,-8.836,0.106,85.6837,1.126,49.052,0.075,-6.991,0.155,2.282,-27.194,1.126,2.428,7.547
0,2012,2202.378,3253.22,371.554,1400.83,63.799,502.036,238.573,11346.5288,5154.284,7276.594,5781.77,1029.276,1901.064,1131.377,48.952,5154.284,7172.662,3753.454
1,2008,706.378,2175.309,313.166,701.376,191.568,354.33,258.472,2326.7496,2983.806,3978.964,1098.948,388.21,808.497,659.747,399.638,2983.806,2250.231,2282.43
1,2002,2.957,0,0.382,-0.19,0,-1.694,0.03,4.4694,0.131,3.386,0,-0.572,0.131,8.853,-12.18,0.131,8.883,0.321
0,1999,1.962,3.893,0.374,-3.576,0.847,-7.253,0.407,13.9825,15.27,11.254,0.053,-3.95,11.377,8.417,-23.166,15.27,8.47,18.846
1,2010,409.224,57.713,7.414,30.949,59.335,34.128,0,2340.5113,130.93,567.352,11.104,23.535,73.217,20.341,-60.689,130.93,44.598,99.981
0,2013,236.956,556.826,20.226,31.368,34.341,-69.654,187.301,504.1546,842.195,936.858,375.322,11.142,285.369,174.306,-154.738,842.195,582.275,810.827
0,2006,17.439,14.389,0.353,-12.111,0,-10.743,0.88,178.8256,2.278,18.494,0,-12.464,-12.111,1.2,-47.054,2.278,2.37,14.389
0,2011,67.677,27.347,4.466,8.241,0,14.863,9.91,205.6165,80.353,101.219,0,3.775,53.006,22.807,-38.048,80.353,22.947,72.112
1,2007,97.096,290.5,32.352,34.36,0.6,-15.936,67.818,200.6462,357.677,354.321,60.352,2.008,67.177,84.46,-60.352,357.677,162.43,323.317
1,1999,143.272,263.834,1.23,9.372,85.26,1.799,53.202,11.2783,329.563,151.501,71.594,8.142,65.729,52.055,2.968,329.563,123.649,320.191
0,2005,61.167,18.844,2.549,-18.818,0,-14.696,0.47,63.3482,0.026,76.264,8,-21.367,-18.818,1.518,-171.815,0.026,10.8,18.844
0,2017,150.947,57.554,0.406,-37.491,0,-36.957,3.163,438.6304,20.063,163.734,0,-37.897,-37.491,42.555,-101.556,20.063,43.102,57.554
0,2008,393.011,1170.85,65.06,140.347,167.561,35.125,174.226,825.5321,1311.197,1692.587,339.726,75.287,140.347,304.744,258.584,1311.197,999.849,1170.85
1,2001,704.759,2114.254,61.022,289.778,0,34.951,557.831,2418.6995,2855.824,999.635,1.846,228.756,741.57,354.109,-25.757,2855.824,367.523,2566.046
0,2006,44660,47454,4983,17604,2810,9492,26849,146354.8235,91424,103234,13780,12621,43970,40091,43531,91424,74728,73820
0,2007,6.007,6.388,0.37,1.279,2.367,0.843,2.261,11.5488,15.994,7.098,5.17,0.909,9.606,1.406,-69.653,15.994,6.769,14.715
0,2013,51.507,95.87,11.5,16.717,31.263,5.443,12.14,63.31,127.442,174.106,12.061,5.217,31.572,14.686,102.03,127.442,59.674,110.725
1,2011,115.333,480.484,58.128,87.765,0,15.262,64.723,314.4071,568.249,416.666,72.182,29.637,87.765,141.168,80.614,568.249,244.766,480.484
1,2010,8.305,10.511,12.859,-2.223,1.044,-3.88,5.267,230.1076,22.842,509.081,0,-15.082,12.331,15.987,245.725,22.842,214.34,25.065
0,2011,24.713,26.895,16.646,28.294,0,13.743,12.906,304.4613,64.622,241.15,126.258,11.648,37.727,39.522,-186.752,64.622,178.499,36.328
0,2014,142.204,836.683,176.275,351.76,33.134,49.919,37.002,1540.9215,1377.812,2442.474,1589.403,175.485,541.129,221.085,33.033,1377.812,1862.939,1026.052
0,2000,181.38,3569.997,12.002,34.236,0,16.9,65.215,745.824,3708.531,242.817,0,22.234,138.534,130.201,50.471,3708.531,137.307,3674.295
1,2002,1200.984,1479.275,755.522,1190.057,0,-682.897,310.929,2980.1851,2669.332,8146.742,5618.611,434.535,1190.057,770.866,-655.202,2669.332,6974.603,1479.275
0,2005,7.952,8.432,0.338,0.394,2.922,-0.027,1.99,9.1462,11.448,10.718,0.713,0.056,3.016,3.334,2.708,11.448,4.606,11.054
1,2007,66.508,82.26,289.454,209.668,0,-79.955,52.139,374.8612,454.649,814.856,484.501,-79.786,372.389,128.048,-14.989,454.649,712.886,244.981
1,2001,60.148,122.993,8.927,-26.223,29.305,-35.433,26.428,35.1977,158.438,83.23,0.459,-35.15,35.445,48.882,-62.81,158.438,58.476,184.661
0,2018,371.339,502.883,6.297,118.785,0,87.257,8.935,1332.4846,814.816,566.38,6.564,112.488,311.933,92.856,312.116,814.816,156.806,696.031
1,2012,2.939,1.972,6.091,1.396,0,-12.491,2.569,32.4307,6.94,30.539,0,-4.695,4.968,38.708,-78.906,6.94,38.708,5.544
1,2005,29.03,4.588,1.412,-29.15,0,-29.215,0.462,53.1542,10.507,39.497,0,-30.562,5.919,7.943,-274.833,10.507,8.657,39.657
0,2005,912.992,459.691,23.669,306.824,131.554,201.975,256.809,3981.7008,1158.236,1428.931,500,283.155,698.545,603.891,1129.229,1158.236,1145.299,851.412
1,2005,3.181,6.421,0.32,0.456,1.085,0.157,1.471,3.029,8.664,3.782,0.091,0.136,2.243,2.473,-7.149,8.664,2.564,8.208
0,2013,1432.329,5931.187,337.172,1351.793,101.781,510.733,1116.961,7988.6991,7282.98,8311.723,3209.762,1014.621,1351.793,1059.888,3248.996,7282.98,4793.387,5931.187
1,2002,4.929,5.867,0.485,-4.377,1.545,-5.333,1.597,41.6388,9.56,16.163,3.256,-4.862,3.693,4.154,-30.904,9.56,7.423,13.937
1,2006,181.507,90.59,39.096,102.239,33.619,4.585,25.231,696.019,315.075,1205.874,575,63.143,224.485,72.542,-14.921,315.075,723.041,212.836
0,2005,1000.883,2346,109.03,392.275,0,134.732,618.791,2951.1231,2898.45,2657.34,299.169,283.245,552.45,679.541,398.95,2898.45,1345.983,2506.175
0,2018,826.638,324.578,53.912,149.649,74.972,83.591,73.194,3395.7653,868.267,1624.354,354.771,95.737,543.689,144.845,959.769,868.267,557.064,718.618
0,2013,8.085,10.886,3.326,3.481,0,-0.317,4.103,18.849,36.184,32.907,0.436,0.155,25.298,9.968,-252.569,36.184,10.908,32.703
0,2007,127.271,85.169,7.349,28.061,20.193,8.86,82.023,185.6924,133.597,182.985,0,20.712,48.428,92.249,37.106,133.597,92.584,105.536
1,2007,4.991,0.375,0.09,-10.211,0.311,-10.377,0.236,9.6791,0.986,5.502,6.065,-10.301,0.611,0.655,-95.456,0.986,9.046,11.197
0,2006,0.04,0.144,0.017,-0.266,0.009,-0.235,0.023,1.7187,0.18,0.049,0,-0.283,0.036,1.858,-2.819,0.18,1.858,0.446
1,2006,152.347,40.715,1.047,-7.564,0,-1.006,30.498,240.1943,71.781,181.395,0,-8.611,31.066,25.887,124.978,71.781,26.658,79.345
0,2003,87.683,203.025,77.675,165.691,0,-31.61,48.251,177.4483,415.283,628.176,576.32,88.016,212.258,67.625,-51.456,415.283,695.682,249.592
1,2004,4.264,7.803,0.067,-0.812,1.599,0.368,2.185,2.6791,14.141,4.401,0,-0.879,6.338,6.124,-22.023,14.141,6.124,14.953
0,1999,217.298,598.753,41.72,107.079,50.706,51.373,124.754,659.8305,818.827,910.986,258,65.359,220.074,72.031,530.715,818.827,423.004,711.748
1,2009,37.529,56.32,1.169,5.011,13.042,1.83,20.593,19.2259,82.285,54.292,6.572,3.842,25.965,25.762,-16.3,82.285,33.346,77.274
0,2013,1082.283,3198.597,140.632,443.056,23.376,5.995,801.146,6407.2042,3728.312,4300.017,1895.381,302.424,529.715,451.329,17.502,3728.312,2690.264,3285.256
0,2006,41.523,8.487,10.179,11.511,10.919,0.632,19.938,214.1864,38.531,75.046,0.174,1.332,30.044,13.726,32.693,38.531,13.9,27.02
1,2006,143.925,176.616,19.517,100.304,40.783,54.253,63.461,911.4917,312.126,404.665,0,80.787,135.51,34.246,237.831,312.126,61.806,211.822
0,2017,570.782,1070.884,188.246,609.382,113.283,177.034,248.33,3218.3495,1680.266,6658.902,3109.4,421.136,609.382,649.101,507.415,1680.266,4838.696,1070.884
0,2011,0.414,1.031,0.341,-6.968,0,-9.103,0.02,26.2786,0.523,2.702,0.279,-7.309,-0.508,1.315,-29.672,0.523,1.594,7.491
0,2007,0.097,0.352,0.02,-0.281,0,-0.33,0.024,6.5962,0.071,1.033,0,-0.301,-0.281,0.463,-2.436,0.071,0.463,0.352
1,2013,531.561,1136.318,115.865,202.636,80.144,51.971,74.81,1096.128,1396.097,2357.425,660.944,86.771,259.779,307.401,447.505,1396.097,1355.376,1193.461
0,2009,35275,55092,1273,3319,16933,1312,6153,39314.1318,68281,62053,12217,2046,13189,32883,10869,68281,59828,64962
0,2007,1279.1,2002.2,84.5,686.1,231.7,372.7,148.7,6190.3247,2756.7,2012.5,4.9,601.6,754.5,629.3,395.6,2756.7,808.2,2070.6
0,2005,1124.9,1960.4,206.4,562.2,458.2,95.8,484.2,1455.6597,3121.2,4810.1,2730.7,355.8,1160.8,724.4,-316.3,3121.2,3950.2,2559
1,2006,16.018,2.754,1.044,-4.977,0,-0.941,0.377,222.512,4.4,28.654,2.747,-6.021,1.646,9.047,-18.76,4.4,12.011,9.377
1,2000,41.55,1.135,0.931,-13.62,0.866,-15.779,0.509,76.9313,1.156,56.617,0,-14.551,0.021,1.634,-32.787,1.156,1.687,14.776
0,2006,8098,11531,1606,4951,1101,1396,2753,29260.16,16482,49269,14791,3345,4951,11229,1535,16482,36076,11531
1,2002,51.286,14.712,5.545,-28.305,0,-34.017,3.542,36.2136,22.987,65.845,15.654,-33.85,8.275,14.774,-125.49,22.987,30.428,51.292
0,2014,35.186,33.23,5.965,-27.894,2.427,-43.354,2.782,19.4858,5.336,55.92,6.862,-33.859,-27.894,11.165,-299.284,5.336,48.255,33.23
0,2018,468.275,0.648,2.416,-103.174,114.245,-143.588,16.666,646.3906,207.742,996.54,0,-105.59,207.094,265.693,-514.656,207.742,360.612,310.916
1,2006,286.491,1457.092,3.714,107,67.051,54.901,86.175,984.3839,1592.42,408.136,0,103.286,135.328,83.244,29.814,1592.42,93.752,1485.42
0,2018,2188.7,6732.4,179.5,612.1,803.3,172.3,1094.7,2513.758,8632.5,5272.4,2350.4,432.6,1900.1,1334.6,-1134.7,8632.5,4080.7,8020.4
0,2006,2504.856,2569.8,409.707,1829.508,100.487,1020.736,1109.738,8248.8515,4820.162,9142.303,4004.074,1419.801,2250.362,854.36,2674.634,4820.162,5605.65,2990.654
1,2000,8.646,26.183,1.763,1.554,0.094,-8.298,8.216,9.6809,44.326,25.686,2.402,-0.209,18.143,11.733,-12.055,44.326,14.135,42.772
0,2004,166.774,21.055,7.305,28.596,0,19.245,24.378,694.9721,92.748,245.236,0,21.291,71.693,21.856,18.396,92.748,29.172,64.152
0,1999,117.647,120.971,7.682,65.578,0,23.436,34.787,463.2745,186.549,168.762,0,57.896,65.578,67.695,80.577,186.549,69.689,120.971
1,2009,0.817,1.658,0.102,-0.604,0,-2.846,0.761,7.2491,7.261,2.009,1.919,-0.706,5.603,9.084,-48.7,7.261,11.003,7.865
1,2005,608.931,370.319,127.078,158.656,28.62,32.106,83.562,1660.6105,806.56,848.468,0,31.578,436.241,149.373,221.684,806.56,219.377,647.904
1,2000,108.279,188.344,9.003,41.636,0,20.964,28.871,723.9987,274.974,211.036,3.195,32.633,86.63,14.974,71.01,274.974,19.878,233.338
0,2000,3.862,29.662,3.74,6.151,0,-10.623,0.47,2.8178,41.261,102.588,61.702,2.411,11.599,6.585,-51.526,41.261,95.932,35.11
0,2015,319.724,1531.408,53.469,87.953,0,73.607,194.347,717.4537,1695.446,1053.976,272.47,34.484,164.038,295.272,52.378,1695.446,686.268,1607.493
1,2002,5.544,10.713,0.381,0.736,2.141,1.151,1.78,6.143,14.732,8.086,0.225,0.355,4.019,2.816,-25.322,14.732,3.041,13.996
1,2012,688.845,230.089,68.747,215.381,37.944,-145.304,122.399,548.354,471.472,3530.207,2710.559,146.634,241.383,205.643,-309.951,471.472,2961.722,256.091
1,2005,11.763,14.655,0.458,-0.663,6.381,-0.673,3.603,27.9345,22.354,14.356,0.004,-1.121,7.699,1.957,-1.018,22.354,1.961,23.017
0,2008,239.534,104.862,9.783,8.809,13.027,103.592,14.283,743.2375,249.667,265.628,0,-0.974,144.805,82.458,-673.231,249.667,111.141,240.858
0,2012,1356,1918.8,85.5,426.5,552.5,179,565.9,4248.4506,2736.4,3333,1014.9,341,817.6,963,949.9,2736.4,2238.1,2309.9
0,2014,328.393,1523.536,40.2,-56.048,257.469,-132.746,33.942,169.5865,2129.374,467.629,0,-96.248,605.838,214.097,22.132,2129.374,294.041,2185.422
1,1999,11.9,12.612,1.028,-0.13,5.184,-2.033,3.69,18.882,28.128,23.493,0,-1.158,15.516,3.989,-32.5,28.128,3.989,28.258
1,1999,8.528,7.712,0.37,-4.2,1.464,-3.707,1.59,7.0444,8.07,18.317,5.812,-4.57,0.358,2.932,-93.652,8.07,15.813,12.27
0,2002,26.816,85.387,19.137,35.741,3.253,9.514,12.092,109.89,128.987,211.557,63,16.604,43.6,18.999,36.061,128.987,142.17,93.246
1,2005,100.211,80.729,9.875,66.734,0,27.456,44.403,859.2036,161.334,354.825,93.25,56.859,80.605,30.128,32.265,161.334,138.882,94.6
1,2003,433.489,440.517,17.026,73.55,272.948,8.41,60.059,133.7369,902.416,595.022,225,56.524,461.899,195.156,91.922,902.416,442.126,828.866
0,2014,68.093,188.885,37.905,130.783,1.214,51.806,45.327,651.6184,319.668,1269.304,384.365,92.878,130.783,44.694,283.29,319.668,909.149,188.885
0,2003,15.611,50.615,0.329,-2.576,0,-28.885,4.926,35.0422,62.805,60.617,0.094,-2.905,12.19,7.305,-27.845,62.805,25.507,65.381
0,2000,4.186,9.164,0.72,1.079,0,0.412,2.306,7.5181,18.237,5.587,0,0.359,9.073,2.804,-19.538,18.237,2.804,17.158
0,1999,63.609,77.047,1.08,4.954,47.397,1.008,14.469,10.8603,123.077,76.761,31.642,3.874,46.03,30.725,0.024,123.077,62.367,118.123
1,2008,513.04,3150.909,467.017,-1744.519,42.479,-1733.471,159.672,1911.3791,1490.258,4822.352,3019.738,-2211.536,-1660.651,322.873,-1738.476,1490.258,3489.851,3234.777
0,2002,12.605,5.652,0.817,-0.024,0.442,-0.608,5.152,52.525,22.34,14.13,0,-0.841,16.688,7.174,-81.908,22.34,7.174,22.364
0,2011,0.111,7.971,0.099,-7.963,0,-9.082,0.061,26.3923,0.008,0.438,3.007,-8.062,-7.963,1.493,-79.457,0.008,5.093,7.971
0,2008,0.382,0,0.023,-0.079,0,-0.413,0,5.1212,0.747,1.007,0,-0.102,0.747,0.261,-6.511,0.747,0.368,0.826
1,2013,23.324,64.376,5.077,0.354,0,-10.362,17.298,36.4,94.396,51.579,3.842,-4.723,30.02,27.105,-103.964,94.396,31.294,94.042
0,2002,9.029,2.55,4.915,-3.842,0,-9.663,1.521,53.143,14.042,10.936,0.906,-8.757,11.492,6.387,-152.079,14.042,7.699,17.884
0,2009,834.329,2171.98,66.258,251.691,601.249,115.466,0,1910.9457,3206.937,1230.845,1.407,185.433,1034.957,418.58,761.139,3206.937,497.642,2955.246
1,2008,53.674,68.048,17.57,47.641,0,14.303,45.94,197.4035,189.946,471.304,143.45,30.071,121.898,66.262,-68.91,189.946,233.114,142.305
1,2008,393.336,789.888,188.196,-51.868,64.185,-378.276,143.315,931.1369,800.641,4498.208,2586.046,-240.064,10.753,418.499,561.592,800.641,3286.645,852.509
0,2011,3196,6479,995,2418,791,711,1407,9215.4992,8897,26009,7187,1423,2418,2628,3592,8897,18956,6479
0,2008,205.147,231.698,41.11,68.626,5.068,1.021,90.624,287.4912,487.879,772.555,315.305,27.516,256.181,165.693,-93.123,487.879,506.471,419.253
0,2009,16.143,38.277,0.397,13.155,3.77,9.822,2.537,90,55.175,24.123,0,12.758,16.898,7.434,15.802,55.175,7.434,42.02
0,2017,40.003,75.428,3.884,-6.3,17.641,-10.822,9.317,29.5602,82.294,57.155,9.832,-10.184,6.866,21.624,-137.142,82.294,40.225,88.594
0,2016,1057.086,1748.336,73.441,503.072,487.591,258.106,202.471,4228.7041,3241.999,1946.597,580.376,429.631,1493.663,277.609,787.635,3241.999,1158.473,2738.927
0,2012,0.065,0.46,0.233,-4.888,0,-5.098,0.011,27.95,0.028,0.654,0,-5.121,-0.432,4.992,-14.986,0.028,4.992,4.916
0,2008,64.907,23.283,0.548,3.885,5.273,2.811,44.701,79.2314,28.518,133.7,24.272,3.337,5.235,47.508,4.28,28.518,73.443,24.633
1,2004,380.749,1328.496,124.022,168.316,43.001,-4.28,125.979,494.6342,1742.717,2736.1,1364.75,44.294,414.221,580.941,704.211,1742.717,1945.691,1574.401
0,2016,2837.756,4448.627,67.259,269.179,831.826,95.822,1743.3,1377.908,4973.076,4038.62,673.629,201.92,524.449,1518.943,428.212,4973.076,2485.597,4703.897
0,2014,0.911,3.366,0.182,-5.152,0.726,-8.509,0.005,2.1158,3.8,1.508,3.216,-5.334,0.434,7.961,-28.374,3.8,11.177,8.952
